PlayerID,First Name,Last Name,School,Pos,Pos2,Archetype,Arch2,OVR_Grade,Height,Weight,Event,40Yard,Bench,3Cone,Shuttle,Vert,Broad,Wonderlic,ThrowDist,ThrowAcc,InsideRun,OutsideRun,Catching,RouteRun,PassBlock,RunBlock,PassRush,RunStop,ManCov,ZoneCov,LBCov,Kickoff,FG,PuntDist,CoffinPunt,G_Speed,G_Agility,G_Strength,G_ThrowPower,G_ThrowAcc,G_Catch,G_Carry,G_RouteRun,G_RunBlock,G_PassBlock,G_Tackle,G_RunDef,G_PassRush,G_ManCov,G_ZoneCov,G_KickPow,G_KickAcc,G_PuntPow,G_PuntAcc,G_IQ
74976,Joseph,Galea,SJSU,OT,,Balanced,,C+,74,290,Mountain West Pro Day,5.74,44,7.62,4.74,33,119,0,0.00,0.00,0.00,0.00,0.00,0.00,5.29,5.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B-,C,C+,C-,C,B,C-,F,C-,C-,C-,C,C+,C-,B,F,D+,F,F,B-
20370,Arrion,Lowry,UNLV,OG,,Run Blocking,,B-,77,293,Mountain West Pro Day,5.71,44,7.08,4.05,33,125,0,0.00,0.00,0.00,0.00,0.00,0.00,5.76,9.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,B+,C+,C+,B-,A+,A+,B,A,C,F,B,A+,C,A-,D-,D-,D+,D+,A
20572,Nate,Koyack,NIU,OG,C,Run Blocking,Run Blocking,C+,76,282,Mountain West Pro Day,5.36,39,7.58,4.36,33,116,0,0.00,0.00,0.00,0.00,0.00,0.00,6.00,8.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,B-,C+,A-,A,C,B+,D-,A-,C,F,A-,B,C-,C+,F,C-,D+,F,C+
20813,Stefan,Gordon,NIU,OG,,Run Blocking,,C,75,301,Mountain West Pro Day,5.82,43,7.35,4.56,31,119,0,0.00,0.00,0.00,0.00,0.00,0.00,5.29,6.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,D+,C,B-,C+,B,C,F,A,C-,F,C,B-,C+,C,D+,C-,D-,C-,A+
75504,Gregory,Ketema,NIU,C,,Line Captain,,C+,77,280,Mountain West Pro Day,6.15,34,7.38,4.49,31,114,0,0.00,0.00,0.00,0.00,0.00,0.00,5.76,2.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,C,C+,B,D+,B+,A+,D+,C-,B-,C+,A,C-,A,A+,F,D,F,D+,A
20305,Kris,Pouncey,UNM,DE,,Balanced,,A+,74,273,Mountain West Pro Day,4.34,42,6.64,3.82,38,128,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,8.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,C,A+,A+,C,D-,D-,D,A+,A+,A+,B+,A+,C-,C,B,D-,A+
20848,Davon,Lutz,WYOM,DE,,Speed Rusher,,C,77,238,Mountain West Pro Day,4.70,35,6.95,3.93,37,125,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B-,C,B,A-,B+,A+,C-,C-,C-,D+,B,C+,B+,C,B,F,F,D,C-,C+
20361,Warren,Higashioka,UNLV,DE,,Speed Rusher,,B+,77,253,Mountain West Pro Day,4.50,37,6.41,3.89,37,127,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.62,6.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,B,A+,A+,A+,A+,D+,D+,D,B+,B+,A+,A,A+,C+,C+,C,C,A+
74967,Michael,Boykin,USAF,ILB,,Field General,,C+,73,225,Mountain West Pro Day,4.56,38,6.68,4.13,37,123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.41,0.00,0.00,6.13,0.00,0.00,0.00,0.00,D+,B,C-,B+,C+,B-,C+,D-,F,D-,B+,C,B-,C,A-,D+,F,F,D+,A
74607,Timothy,Oreilly,NIU,OLB,,Speed,,C+,74,231,Mountain West Pro Day,4.40,31,7.08,4.01,35,124,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.29,0.00,0.00,6.87,0.00,0.00,0.00,0.00,A+,C+,C,C+,A+,C-,D+,D+,C-,D+,A+,A-,C-,B+,B,D+,D+,D,C-,B
20257,Hector,Vargas,UNLV,CB,,Man Coverage,,B,71,193,Mountain West Pro Day,4.40,25,6.49,3.97,39,133,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.78,7.12,0.00,0.00,0.00,0.00,0.00,B-,A,A+,A,A-,C-,B,B,C-,F,A,A,A,B+,B-,F,D+,C-,D-,A
74204,Michael,Gaer,HAWI,CB,,Zone Coverage,,B+,70,185,Mountain West Pro Day,4.53,25,6.62,3.92,38,128,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.33,9.25,0.00,0.00,0.00,0.00,0.00,B+,A-,A,A-,A+,D,C,C-,C,D-,A-,D+,B,C+,B+,C,C+,D-,D-,A+
75660,James,Kuehl,NEV,CB,,Zone Coverage,,C,71,185,Mountain West Pro Day,4.57,28,6.74,3.94,35,124,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,7.12,0.00,0.00,0.00,0.00,0.00,B-,C,B+,C-,C-,D-,B-,D-,D-,C-,D-,C,C+,C-,A,D+,D-,C-,F,C
20993,Adam,Winkler,WYOM,FS,,Run Stopper,,B-,71,205,Mountain West Pro Day,4.48,32,6.74,4.05,39,133,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.89,5.50,0.00,0.00,0.00,0.00,0.00,A,B,A-,A-,A,C,B-,D+,C-,D-,A,B-,C,C,C,D-,C+,F,D-,B
74377,John,Williams,ARK,OLB,,Speed,,B-,73,223,SEC Pro Day,4.46,36,6.90,4.08,35,126,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.65,0.00,0.00,7.07,0.00,0.00,0.00,0.00,B+,B,B-,A+,B+,C,A+,C+,C-,D-,B-,B,C-,C,B,D-,F,C-,C+,C
74354,Jeffrey,Wright,ARK,FS,,Man Coverage,,B-,72,195,SEC Pro Day,4.33,27,6.57,3.99,38,127,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.56,6.75,0.00,0.00,0.00,0.00,0.00,A+,B,B-,B,B,D,A,B+,C,D-,B+,A,D+,A+,C+,D-,C+,B,D-,A
74667,Edward,Kelly,AUB,CB,,Man Coverage,,B-,70,186,SEC Pro Day,4.59,27,6.85,3.99,37,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.22,4.38,0.00,0.00,0.00,0.00,0.00,A+,A,A,A+,C,D+,A,C-,D-,F,A-,B-,F,B+,D-,F,F,D-,D+,A
75800,Jesse,Peoples,BAMA,OG,,Pass Blocking,,B-,76,281,SEC Pro Day,5.46,43,7.17,4.40,36,124,0,0.00,0.00,0.00,0.00,0.00,0.00,8.12,5.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,B,B-,A-,B+,B-,B+,D-,C+,B+,F,C+,B+,A,B,F,F,D-,F,B
22026,Jack,Wren,BAMA,CB,,Ball Hawk,,B-,70,191,SEC Pro Day,4.50,26,6.64,4.12,37,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,7.25,0.00,0.00,0.00,0.00,0.00,A,B,B,D,D+,B+,C+,F,B-,B,B,D+,C+,C-,B,D+,F,C-,D,C+
20251,Brandon,Martin,FLA,DE,,Speed Rusher,,B-,76,237,SEC Pro Day,4.59,40,6.76,3.94,39,131,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.75,6.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A,B+,A-,B-,A+,A+,D,D+,F,C,B,A+,C+,A-,C,D+,C-,C-,A+
75070,Elvis,Cooley,LSU,K,,Accuracy,,C+,71,185,SEC Pro Day,6.02,17,7.69,4.93,25,114,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.53,7.68,4.83,1.52,C-,C,B,A,C-,C-,B+,D-,D-,C-,C-,C-,F,B,A,C-,C+,B+,C,C-
20266,Dante,Zagunis,LSU,DE,,Run Stopper,,C+,76,281,SEC Pro Day,4.68,44,6.95,4.28,36,123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.12,7.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,C+,B+,A-,B,C+,A-,B-,D-,C,A,A+,B,B,B+,B,B,C,C+,B
74057,Adam,Caffee,MISS,OG,,Pass Blocking,,A-,76,295,SEC Pro Day,5.98,44,6.90,4.20,36,121,0,0.00,0.00,0.00,0.00,0.00,0.00,8.71,4.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C,A,B,C+,A,A-,A-,C-,B-,A-,F,A-,A+,C,A+,C+,F,F,C+,A+
74283,Rafael,Osorio,MIZZ,ILB,,Run Stopper,,C+,75,242,SEC Pro Day,4.53,39,6.78,4.13,38,125,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.65,0.00,0.00,5.60,0.00,0.00,0.00,0.00,C,C+,B+,B,C,C-,B+,C-,C,D-,A-,A+,C,C-,C,F,B-,D-,C,C+
74134,Mitchell,Sidney,MSST,RB,,Power,,C+,72,222,SEC Pro Day,4.35,32,6.74,4.02,38,128,0,0.00,0.00,7.94,8.78,4.62,2.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A+,A,B-,C,B+,A+,B,C,B+,B,F,A,A+,A+,C-,D+,C+,D+,A+
21622,Ronald,Kemp,OKLA,OLB,,Pass Rush,,C,76,242,SEC Pro Day,4.85,36,6.66,4.04,35,121,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.62,5.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B-,B,C,A-,D,D+,C,F,C,C-,A+,D-,A,B-,C-,D-,B-,D+,F,B+
74223,Andrew,Carlson,SOCA,OG,,Run Blocking,,B,76,293,SEC Pro Day,5.39,46,6.92,4.26,35,121,0,0.00,0.00,0.00,0.00,0.00,0.00,6.24,6.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,A+,A,A+,A+,C,A-,D+,A,C-,F,C,A,A+,B-,D,B,D+,C-,A+
75807,Mark,Lynes,SOCA,ILB,,Field General,,C+,73,224,SEC Pro Day,4.72,31,6.85,4.26,36,127,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.53,0.00,0.00,7.33,0.00,0.00,0.00,0.00,D,A-,C,D,C+,D,A,D-,D,F,C-,C-,B,C+,C,D+,F,D+,D+,A
20218,Bryn,Griffin,TAMU,RB,,Balanced,,A-,69,219,SEC Pro Day,4.37,40,6.76,4.02,40,129,0,0.00,0.00,7.71,8.50,6.50,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A,B-,A-,A-,A+,C-,B,B+,B,C-,A,B,A+,D+,D,D+,C,A+
74338,Gregory,Bellomy,TAMU,SS,,Man Coverage,,B,71,196,SEC Pro Day,4.42,26,6.90,3.94,37,125,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.89,7.50,0.00,0.00,0.00,0.00,0.00,A,B,B,B,C+,D+,B,B,D-,C-,C+,A+,C+,A+,B,C+,D-,D-,C+,B
20329,Connor,Bradley,TAMU,DE,,Balanced,,B,77,271,SEC Pro Day,4.72,44,6.76,3.98,36,126,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,7.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,A+,B+,A,B,A+,B,C-,C,D+,A-,A-,A+,C,A+,C+,B,C,C,A+
20942,Jorge,McCray,TAMU,OT,,Run Blocking,,B,75,300,SEC Pro Day,5.49,42,7.45,4.45,33,119,0,0.00,0.00,0.00,0.00,0.00,0.00,5.29,7.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,C,C,C+,C+,A,A-,D+,B,D,B+,D-,A,C+,A+,C-,C-,D+,D+,C
74020,Irvin,Castleberry,TEX,OLB,,Run Stopper,,A-,75,242,SEC Pro Day,4.57,45,6.51,3.87,39,130,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.76,0.00,0.00,7.80,0.00,0.00,0.00,0.00,B-,A+,A+,A+,A,A+,B,C-,C,D-,A+,A+,C+,A+,B,C-,C,C+,C-,A+
74073,Johnny,Hansford,UGA,CB,,Ball Hawk,,A-,70,171,SEC Pro Day,4.38,30,6.57,4.10,40,128,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.22,7.12,0.00,0.00,0.00,0.00,0.00,B+,C+,B,B,A,A+,A,F,C+,D-,B-,B+,C+,C,A-,C,B,B,C+,A+
74045,Dennis,Germany,UGA,FS,,Zone Coverage,,B+,71,196,SEC Pro Day,4.46,23,6.74,3.90,39,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.11,7.88,0.00,0.00,0.00,0.00,0.00,B+,B,C+,B,A+,D+,C,D,D+,B,B,C+,A,B,A+,B,D+,F,C-,A+
74385,Matthew,Pritchard,UKEN,C,,Line Captain,,B-,77,290,SEC Pro Day,5.82,41,7.14,4.12,33,122,0,0.00,0.00,0.00,0.00,0.00,0.00,6.24,4.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,B+,C+,B+,B,B+,B+,F,C,C,A+,C-,A-,C-,A+,D,C+,C-,C-,A+
74214,John,King,VAND,OT,,Pass Blocking,,B-,76,283,SEC Pro Day,5.39,40,7.26,4.61,32,121,0,0.00,0.00,0.00,0.00,0.00,0.00,6.59,4.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,B,A-,A+,A-,B+,C+,C-,C,B,B+,C+,A,B,C-,D+,C+,F,D-,A+
74167,Michael,Li,VAND,ILB,,Coverage,,B-,73,227,SEC Pro Day,4.54,34,6.92,4.15,36,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.12,0.00,0.00,7.20,0.00,0.00,0.00,0.00,B,B+,C,B,B,A-,B,F,C-,D-,B,B-,A-,A-,B-,B+,F,C,C,C-
20006,Joe,Williams,TENN,RB,,Receiving,,A+,71,198,SEC Pro Day,4.34,36,6.48,3.72,41,138,0,0.00,0.00,8.29,9.67,9.88,7.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A-,C+,A+,A+,A+,C,A+,C,C-,A-,A,B,C-,C,C+,C-,A+
20032,Myles,Hernandez,TENN,OT,,Pass Blocking,,A+,76,280,SEC Pro Day,5.26,46,6.81,4.12,36,127,0,0.00,0.00,0.00,0.00,0.00,0.00,7.76,6.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A-,A+,C,B,F,B-,A,C-,C+,B,A,A+,B+,D-,D,C,A+
20142,Alex,Smith-Schuster,TENN,WR,,Possession,,A,72,190,SEC Pro Day,4.46,37,6.88,4.12,41,135,0,0.00,0.00,0.00,0.00,10.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,B,A,A+,A+,A-,A+,A-,C+,C+,C+,B-,C+,A-,C+,C+,C-,B,C-,A
24991,Douglas,Dimmadome Jr.,TENN,DE,,Balanced,,A-,76,260,SEC Pro Day,4.50,41,6.57,3.95,37,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.62,6.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A,A+,C+,B-,A+,C+,C-,B,A-,A+,A+,A+,B-,A+,C+,D+,B-,C-,A+
20759,Warwick,Hollins,ARST,CB,,Ball Hawk,,B,71,182,Sun Belt Pro Day,4.39,22,6.57,4.13,35,123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,6.50,0.00,0.00,0.00,0.00,0.00,A,C,B-,B+,C+,B+,B-,D-,C+,F,C,D+,C-,C,B-,C-,C+,D-,D,A-
76448,Douglas,Hester,ARST,K,,Power,,F,72,198,Sun Belt Pro Day,5.90,17,8.21,4.69,25,106,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.27,5.03,1.83,3.94,C+,B-,D-,C+,C-,D+,D,D,F,D,C-,C+,C,C-,D-,B,F,C,C,F
74173,Bradley,Gent,APST,ILB,,Coverage,,D,73,230,Sun Belt Pro Day,4.66,38,6.74,4.24,37,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.53,0.00,0.00,8.00,0.00,0.00,0.00,0.00,C,C,B+,B,C-,A,A-,D+,D,D+,A,B+,B-,B,A,D,B,D,D-,B
75692,Anthony,Hampton,APST,TE,,Vertical Threat,,C-,77,232,Sun Belt Pro Day,4.53,42,6.66,3.98,36,126,0,0.00,0.00,0.00,0.00,5.62,4.62,0.00,5.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,B,D+,B,C,C-,C-,C,C-,C-,A-,C-,C,A-,B-,D-,C+,C-,F,A
75099,Steven,Brandon,APST,ILB,,Field General,,C,72,236,Sun Belt Pro Day,4.53,36,7.17,4.20,34,123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,6.27,0.00,0.00,0.00,0.00,C,B,C-,C-,C+,B,C-,F,D-,D-,B-,C,D+,D+,B,F,F,D+,F,A
74082,Yu,Buntrock,CCU,OT,,Balanced,,C+,75,294,Sun Belt Pro Day,5.53,46,6.90,4.49,35,122,0,0.00,0.00,0.00,0.00,0.00,0.00,7.06,5.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,A,A,B,A-,B+,B,D+,B,C,A-,C-,A,B-,C+,C-,C+,C-,C,A-
75093,Michael,Steadman,CCU,CB,,Man Coverage,,C-,72,193,Sun Belt Pro Day,4.47,26,6.74,4.05,34,125,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,5.12,0.00,0.00,0.00,0.00,0.00,A,B-,B-,D,B+,C-,C-,B,C-,C-,A,D-,D+,A,C-,C-,D-,C,C-,B-
74300,Jerry,Brown,GASO,WR,,Route Runner,,C-,68,174,Sun Belt Pro Day,4.37,32,6.52,3.98,39,134,0,0.00,0.00,0.00,0.00,7.38,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,A-,C,B,A-,B+,A+,A,C,D,A+,D,A-,B,A-,C,D-,C,C-,A+
21756,Brandon,Douglas,GASO,OT,,Pass Blocking,,D-,75,300,Sun Belt Pro Day,5.90,47,7.41,4.45,33,121,0,0.00,0.00,0.00,0.00,0.00,0.00,6.35,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,C+,A+,D+,B-,B,A+,D,C,A,C,C-,C-,C-,B-,D-,D,D-,F,B
74771,Peter,Gadbois,GASO,ILB,,Field General,,C+,72,230,Sun Belt Pro Day,4.59,34,6.88,4.22,37,127,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,6.87,0.00,0.00,0.00,0.00,C-,C,B-,B,A+,C-,C-,C-,C,C-,B-,C,C,C,B,D,F,C+,D+,B+
75451,Mark,Gamble,GASO,CB,,Zone Coverage,,C+,70,187,Sun Belt Pro Day,4.56,23,6.76,3.97,39,123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.44,7.88,0.00,0.00,0.00,0.00,0.00,B+,A-,C-,D,C+,D,D+,C+,C+,D-,A-,A+,C+,C,A,C-,C-,D-,D+,A
74063,Rafi,Lui,GAST,WR,,Possession,,D,73,188,Sun Belt Pro Day,4.66,26,7.00,4.05,37,123,0,0.00,0.00,0.00,0.00,7.12,5.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,B,C,C,B,B+,C,B,C-,C+,A-,C-,C,C+,C-,C,C,D+,C+,A
75084,Thomas,Omasta,GAST,WR,,Possession,,B-,74,188,Sun Belt Pro Day,4.43,27,7.03,4.26,37,129,0,0.00,0.00,0.00,0.00,9.50,4.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B-,C-,C,D-,C,A,C,D+,C,F,C-,F,B,D-,B,D+,C-,B-,D-,D+
20573,Brett,Federowicz,GAST,OT,,Pass Blocking,,C,76,290,Sun Belt Pro Day,6.06,42,7.58,4.77,32,115,0,0.00,0.00,0.00,0.00,0.00,0.00,5.06,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,B,B,C-,B-,C,C,C-,D+,B,A,D,B,C+,C,D-,D-,D-,D-,A
21489,Jeremy,Turner,JMU,CB,,Zone Coverage,,B-,71,185,Sun Belt Pro Day,4.57,32,6.74,3.92,41,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,7.50,0.00,0.00,0.00,0.00,0.00,B+,B,A+,C+,A,D+,C,F,D-,B-,C,C-,B-,B-,B+,F,F,F,D+,A-
79158,Donald,Prevot,JMU,OT,,Pass Blocking,,B,77,279,Sun Belt Pro Day,5.56,46,7.38,4.32,35,121,0,0.00,0.00,0.00,0.00,0.00,0.00,8.35,4.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,B,B+,C-,D+,C+,C-,F,C-,B+,A-,F,B,C-,B,C-,D+,F,F,C-
79157,Calvin,Luo,JMU,DT,,Nose Tackle,,C-,74,316,Sun Belt Pro Day,5.26,45,7.08,4.12,36,126,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,6.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,C,A-,C-,A,C,C,F,D,C-,C+,A,C,C,A-,C+,C,C-,F,A-
20604,Elijah,Clay,ULL,RB,,Speed,,A-,70,205,Sun Belt Pro Day,4.31,37,6.66,4.05,37,128,0,0.00,0.00,8.18,8.39,6.38,2.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,B+,A+,B,C-,C,A-,F,D-,B,B,D+,D-,C,C+,D+,F,D,F,A-
74560,Ruben,Duron,ULL,OLB,,Pass Rush,,C+,76,228,Sun Belt Pro Day,4.50,37,6.61,3.98,37,127,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.75,6.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A,C-,D+,B,C,C-,F,F,C-,C+,D,A,C,C+,F,C+,D-,D-,C
74749,Miguel,Ibarra,ULL,DE,,Balanced,,C,76,273,Sun Belt Pro Day,4.64,38,6.97,4.01,33,124,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,4.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,B,A,C,B,A+,B,F,D+,C+,A,B-,A-,C+,B,C+,C,D,D-,B-
75090,John,Krueger,ULL,OT,,Balanced,,C+,77,291,Sun Belt Pro Day,5.78,36,7.84,4.64,31,115,0,0.00,0.00,0.00,0.00,0.00,0.00,5.65,4.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,C+,C+,C-,C+,C-,D+,D-,C,C+,D+,A,D,A,B,D+,D-,D-,F,B+
74923,Gerald,Sibbitt,ULM,C,,Pass Blocking,,B+,75,294,Sun Belt Pro Day,5.82,46,7.17,4.30,35,123,0,0.00,0.00,0.00,0.00,0.00,0.00,8.12,6.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,D-,B+,B,A-,A-,B-,C-,F,C-,A,C+,C-,D+,A-,B-,D-,C-,F,F,B-
75667,John,Lewis,ULM,WR,,Route Runner,,C+,69,168,Sun Belt Pro Day,4.42,28,6.74,3.97,42,134,0,0.00,0.00,0.00,0.00,7.12,8.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B-,A,C-,B,C,C,B+,B,B-,D-,B,C-,D,B-,B-,D-,F,D+,D,C+
75019,Ryan,Medved,LT,CB,,Zone Coverage,,C-,70,192,Sun Belt Pro Day,4.54,27,6.42,3.98,37,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.44,8.50,0.00,0.00,0.00,0.00,0.00,B,B,C-,C-,C-,C,B-,F,C-,D-,B,B+,C-,C,B+,F,C,F,D,B+
75627,Paul,Krone,LT,WR,,Possession,,C-,73,190,Sun Belt Pro Day,4.46,27,6.88,4.15,37,129,0,0.00,0.00,0.00,0.00,9.12,5.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,A,C,B,C,A-,B,C,C+,F,D+,C+,C,B-,D+,B,D-,F,C-,C+
78908,Michael,Stonebreaker,MRSH,ILB,,Field General,,A,75,245,Sun Belt Pro Day,4.40,42,6.47,3.85,38,130,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.82,0.00,0.00,9.07,0.00,0.00,0.00,0.00,B+,A,B,B,C+,A+,C+,F,C-,D-,B,A-,A+,A-,A+,B-,D,B,C-,A+
74523,Isaac,Rantala,MRSH,OG,,Run Blocking,,C-,76,304,Sun Belt Pro Day,5.67,41,7.58,4.64,32,118,0,0.00,0.00,0.00,0.00,0.00,0.00,5.65,6.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,C,C,B,C+,C,B-,D,B+,D-,F,B-,A-,D-,B-,F,F,C-,F,C
74056,Jose,Agudelo,ODU,OG,,Run Blocking,,B,75,307,Sun Belt Pro Day,5.23,46,7.26,4.36,34,125,0,0.00,0.00,0.00,0.00,0.00,0.00,4.59,8.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,A,B-,A,A-,B+,A,C,A,C-,F,D+,A+,A,A,F,C-,C-,D-,C
74344,Ryan,Gautreaux,ODU,WR,,Possession,,B+,74,189,Sun Belt Pro Day,4.54,29,7.08,4.12,37,127,0,0.00,0.00,0.00,0.00,9.50,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B-,C,A,B,C+,A,B,B,C+,F,A,B-,C-,A+,C-,C+,C-,D-,D+,A
75439,Jesus,Leu,ODU,ILB,,Run Stopper,,C+,74,239,Sun Belt Pro Day,4.51,36,7.26,4.32,39,125,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.47,0.00,0.00,6.73,0.00,0.00,0.00,0.00,B,C-,B+,B+,C+,B,B,D-,F,D-,B-,A,C-,C-,C-,F,D-,D-,D+,B-
75636,Mauricio,Tello,USA,SS,,Ball Hawk,,B-,72,194,Sun Belt Pro Day,4.42,22,6.81,4.13,38,123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.44,6.50,0.00,0.00,0.00,0.00,0.00,C,A-,C,B,D-,A,C-,F,D+,D-,C-,C,B,C,B-,F,F,C,F,B-
